"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Czech Republic (CZ)","09.08.2021 08:00 - 09.08.2021 09:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","09.08.2021 09:00 - 09.08.2021 10:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","09.08.2021 10:00 - 09.08.2021 11:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","09.08.2021 11:00 - 09.08.2021 12:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","09.08.2021 12:00 - 09.08.2021 13:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","09.08.2021 13:00 - 09.08.2021 14:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","09.08.2021 14:00 - 09.08.2021 15:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","09.08.2021 15:00 - 09.08.2021 16:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","09.08.2021 16:00 - 09.08.2021 17:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","09.08.2021 17:00 - 09.08.2021 18:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","09.08.2021 18:00 - 09.08.2021 19:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","09.08.2021 19:00 - 09.08.2021 20:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","09.08.2021 20:00 - 09.08.2021 21:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","09.08.2021 21:00 - 09.08.2021 22:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","09.08.2021 22:00 - 09.08.2021 23:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","09.08.2021 23:00 - 10.08.2021 00:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","10.08.2021 00:00 - 10.08.2021 01:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","10.08.2021 01:00 - 10.08.2021 02:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","10.08.2021 02:00 - 10.08.2021 03:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","10.08.2021 03:00 - 10.08.2021 04:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","10.08.2021 04:00 - 10.08.2021 05:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","10.08.2021 05:00 - 10.08.2021 06:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","10.08.2021 06:00 - 10.08.2021 07:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","10.08.2021 07:00 - 10.08.2021 08:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","10.08.2021 08:00 - 10.08.2021 09:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","10.08.2021 09:00 - 10.08.2021 10:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","10.08.2021 10:00 - 10.08.2021 11:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","10.08.2021 11:00 - 10.08.2021 12:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","10.08.2021 12:00 - 10.08.2021 13:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","10.08.2021 13:00 - 10.08.2021 14:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","10.08.2021 14:00 - 10.08.2021 15:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","10.08.2021 15:00 - 10.08.2021 16:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","10.08.2021 16:00 - 10.08.2021 17:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","10.08.2021 17:00 - 10.08.2021 18:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","10.08.2021 18:00 - 10.08.2021 19:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","10.08.2021 19:00 - 10.08.2021 20:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","10.08.2021 20:00 - 10.08.2021 21:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","10.08.2021 21:00 - 10.08.2021 22:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","10.08.2021 22:00 - 10.08.2021 23:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","10.08.2021 23:00 - 11.08.2021 00:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","11.08.2021 00:00 - 11.08.2021 01:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","11.08.2021 01:00 - 11.08.2021 02:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","11.08.2021 02:00 - 11.08.2021 03:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","11.08.2021 03:00 - 11.08.2021 04:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","11.08.2021 04:00 - 11.08.2021 05:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","11.08.2021 05:00 - 11.08.2021 06:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","11.08.2021 06:00 - 11.08.2021 07:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","11.08.2021 07:00 - 11.08.2021 08:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","11.08.2021 08:00 - 11.08.2021 09:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","11.08.2021 09:00 - 11.08.2021 10:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","11.08.2021 10:00 - 11.08.2021 11:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","11.08.2021 11:00 - 11.08.2021 12:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","11.08.2021 12:00 - 11.08.2021 13:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","11.08.2021 13:00 - 11.08.2021 14:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","11.08.2021 14:00 - 11.08.2021 15:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","11.08.2021 15:00 - 11.08.2021 16:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","11.08.2021 16:00 - 11.08.2021 17:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","11.08.2021 17:00 - 11.08.2021 18:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","11.08.2021 18:00 - 11.08.2021 19:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","11.08.2021 19:00 - 11.08.2021 20:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","11.08.2021 20:00 - 11.08.2021 21:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","11.08.2021 21:00 - 11.08.2021 22:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","11.08.2021 22:00 - 11.08.2021 23:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","11.08.2021 23:00 - 12.08.2021 00:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","12.08.2021 00:00 - 12.08.2021 01:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","12.08.2021 01:00 - 12.08.2021 02:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","12.08.2021 02:00 - 12.08.2021 03:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","12.08.2021 03:00 - 12.08.2021 04:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","12.08.2021 04:00 - 12.08.2021 05:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","12.08.2021 05:00 - 12.08.2021 06:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","12.08.2021 06:00 - 12.08.2021 07:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","12.08.2021 07:00 - 12.08.2021 08:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","12.08.2021 08:00 - 12.08.2021 09:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","12.08.2021 09:00 - 12.08.2021 10:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","12.08.2021 10:00 - 12.08.2021 11:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","12.08.2021 11:00 - 12.08.2021 12:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","12.08.2021 12:00 - 12.08.2021 13:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","12.08.2021 13:00 - 12.08.2021 14:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","12.08.2021 14:00 - 12.08.2021 15:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","12.08.2021 15:00 - 12.08.2021 16:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","12.08.2021 16:00 - 12.08.2021 17:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","12.08.2021 17:00 - 12.08.2021 18:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","12.08.2021 18:00 - 12.08.2021 19:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","12.08.2021 19:00 - 12.08.2021 20:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","12.08.2021 20:00 - 12.08.2021 21:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","12.08.2021 21:00 - 12.08.2021 22:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","12.08.2021 22:00 - 12.08.2021 23:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","12.08.2021 23:00 - 13.08.2021 00:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","13.08.2021 00:00 - 13.08.2021 01:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","13.08.2021 01:00 - 13.08.2021 02:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","13.08.2021 02:00 - 13.08.2021 03:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","13.08.2021 03:00 - 13.08.2021 04:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","13.08.2021 04:00 - 13.08.2021 05:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","13.08.2021 05:00 - 13.08.2021 06:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","13.08.2021 06:00 - 13.08.2021 07:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","13.08.2021 07:00 - 13.08.2021 08:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","13.08.2021 08:00 - 13.08.2021 09:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","13.08.2021 09:00 - 13.08.2021 10:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","13.08.2021 10:00 - 13.08.2021 11:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","13.08.2021 11:00 - 13.08.2021 12:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","13.08.2021 12:00 - 13.08.2021 13:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","13.08.2021 13:00 - 13.08.2021 14:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","13.08.2021 14:00 - 13.08.2021 15:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","13.08.2021 15:00 - 13.08.2021 16:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","13.08.2021 16:00 - 13.08.2021 17:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","13.08.2021 17:00 - 13.08.2021 18:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","13.08.2021 18:00 - 13.08.2021 19:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","13.08.2021 19:00 - 13.08.2021 20:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","13.08.2021 20:00 - 13.08.2021 21:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","13.08.2021 21:00 - 13.08.2021 22:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","13.08.2021 22:00 - 13.08.2021 23:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","13.08.2021 23:00 - 14.08.2021 00:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","14.08.2021 00:00 - 14.08.2021 01:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","14.08.2021 01:00 - 14.08.2021 02:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","14.08.2021 02:00 - 14.08.2021 03:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","14.08.2021 03:00 - 14.08.2021 04:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","14.08.2021 04:00 - 14.08.2021 05:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","14.08.2021 05:00 - 14.08.2021 06:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","14.08.2021 06:00 - 14.08.2021 07:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","14.08.2021 07:00 - 14.08.2021 08:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","14.08.2021 08:00 - 14.08.2021 09:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","14.08.2021 09:00 - 14.08.2021 10:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","14.08.2021 10:00 - 14.08.2021 11:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","14.08.2021 11:00 - 14.08.2021 12:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","14.08.2021 12:00 - 14.08.2021 13:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","14.08.2021 13:00 - 14.08.2021 14:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","14.08.2021 14:00 - 14.08.2021 15:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","14.08.2021 15:00 - 14.08.2021 16:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","14.08.2021 16:00 - 14.08.2021 17:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","14.08.2021 17:00 - 14.08.2021 18:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","14.08.2021 18:00 - 14.08.2021 19:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","14.08.2021 19:00 - 14.08.2021 20:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","14.08.2021 20:00 - 14.08.2021 21:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","14.08.2021 21:00 - 14.08.2021 22:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","14.08.2021 22:00 - 14.08.2021 23:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","14.08.2021 23:00 - 15.08.2021 00:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","15.08.2021 00:00 - 15.08.2021 01:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","15.08.2021 01:00 - 15.08.2021 02:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","15.08.2021 02:00 - 15.08.2021 03:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","15.08.2021 03:00 - 15.08.2021 04:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"Czech Republic (CZ)","15.08.2021 04:00 - 15.08.2021 05:00 (CET)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
